id,gs_size,gs_size_scale,gs_size_halo,gs_fill_opacity,gs_rotation,gs_color,gs_color_halo,the_geom
221,0.7,1.11,10.5,0.6,0,#FA6642,FA6642,0101000020110F0000333333B3869D58C13D0AD74B41856541
222,0.4,1.13,2.7,0.5,0,#8B96FF,8B96FF,0101000020110F00001F85EB05FA117041AE47E17A73A328C1
223,0.6,1.09,6.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000A4703DBA662D6C41AE47E13AA03D4B41
224,0.8,1.17,3,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B886B17370C19A9999992F9F4441
225,0.8,1.18,10.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000000000E8070E63C148E17A94185250C1
226,0.2,1.19,10.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A97C4F752419A99992DBAA07241
227,0.8,1.03,8.6,0.4,0,#8B96FF,8B96FF,0101000020110F00008FC2F51416327241E17A146E7D675B41
228,0.1,1.15,9.5,0.5,0,#666EFF,666EFF,0101000020110F0000A4703DD25A526B41D7A3705D39E657C1
229,0.2,1.06,7.2,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000EC51B8C6FFA265415C8FC2A57F545441
230,0.5,1.02,2.1,0.7,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC24187D170C152B81E5DE34D60C1
231,1,1.04,5.9,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000C3F5283CA9BB43413333330B54466941
232,1.1,1.07,10.6,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C3FE127544185EB5198DBBD5841
233,0.4,1.04,2.4,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000E17A14CE5A8E604114AE47E906F46C41
234,0.9,1.11,7.6,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000E17A14D635F26DC1F6285CAF794F61C1
235,0.1,1,10,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000295C8F4200DF33C10AD7A3A47CA671C1
236,0.1,1.09,5.3,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000000000B8B3B272C1295C8FCAC55C62C1
237,0.2,1.03,5.7,0.4,0,#FFFFFF,FFFFFF,0101000020110F000052B81E895DC470C1713D0A57E06D6F41
238,1,1.02,6.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F000014AE4731818259C19A999929A0AA50C1
239,1,1.19,3.5,0.7,0,#666EFF,666EFF,0101000020110F00008FC2F598E7355241A4703DEA3D615C41
240,0.3,1.04,4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8AE5C426B41295C8F42868B4E41
241,0.9,1.12,8.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000666666E6255E6F41C3F5285C03F31AC1
242,1,1.04,4.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC21500696FC13D0AD7DBEA1C68C1
243,0.6,1.15,8.4,0.7,0,#666EFF,666EFF,0101000020110F000085EB51D0EDC26C41E17A14EED6496FC1
244,0.1,1.04,4.6,0.6,0,#F9F3A4,F9F3A4,0101000020110F0000295C8F0201C638C17B14AE97164165C1
245,0.1,1.2,5.3,0.7,0,#F9F3A4,F9F3A4,0101000020110F00008FC2F5A8636322C1EC51B8DEB8485841
246,0.5,1.2,7.9,0.4,0,#F9F3A4,F9F3A4,0101000020110F00001F85EBC9D39B65C1B81E85EB73A13241
247,0.9,1.08,7.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F00003333331310016DC148E17A1466E71D41
248,0.6,1.03,2.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB91B5BA5441B81E8553205E6341
249,1,1.07,7.6,0.5,0,#FA6642,FA6642,0101000020110F0000C3F5285C85F5364114AE476906316D41
250,0.1,1.15,9,0.5,0,#CBCDFE,CBCDFE,0101000020110F000085EB51443E0172C1F6285CD7008861C1
251,1,1.03,6.5,0.5,0,#CBCDFE,CBCDFE,0101000020110F000085EB51B808642CC18FC2F510B0DE6CC1
252,0.1,1.17,3.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000B81E85FB7ED46141F6285C8F030A6AC1
253,0.6,1.05,10.9,0.4,0,#FFF464,FFF464,0101000020110F00006666664A75C672410AD7A380C9085E41
254,0.6,1.03,4.3,0.7,0,#8B96FF,8B96FF,0101000020110F0000CDCCCCCC520A4C41D7A3704D1A0B6241
255,0.1,1.05,3.7,0.5,0,#666EFF,666EFF,0101000020110F000033333393A49551416666665E16A56841
256,0.5,1.1,7.5,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000666666A657B84141F6285C5FDB5A6DC1
257,0.8,1.19,3.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F000048E17A94647F5241EC51B81ECA2262C1
258,0.6,1.16,2.2,0.4,0,#8B96FF,8B96FF,0101000020110F0000A4703D9A01EC604148E17A34CC3655C1
259,0.1,1.05,5.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCC248E1C68C13D0AD7C331796E41
260,0.5,1.03,9.4,0.4,0,#FFF464,FFF464,0101000020110F000048E17A14E295F340A4703DA252C769C1
261,1,1.15,8.6,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000E17A14CECE4D5641CDCCCC7093A77141
262,0.3,1.04,10.6,0.5,0,#FEAA52,FEAA52,0101000020110F00007B14AE6F82716B411F85EB797C3D6DC1
263,0.9,1.12,2.2,0.6,0,#666EFF,666EFF,0101000020110F0000EC51B80EF10B664152B81E5D43646841
264,1,1.03,2.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F000052B81E857AE0344148E17AC4D6725241
265,0.5,1.06,5.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000E17A14069BA66FC1D7A370B544B963C1
266,0.6,1.01,6.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3B05AB540415C8FC235E52E30C1
267,0.3,1.09,11.4,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3E036D553C185EB5178E7746B41
268,0.5,1.19,3.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F000014AE47353D7371C1B81E85FBCBFA57C1
269,0.1,1.05,10,0.5,0,#FFF464,FFF464,0101000020110F000085EB51B8BE5F0E4100000018BA7F6F41
270,1.1,1.17,3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F02474E374185EB51984BA449C1
271,0.4,1.1,3.5,0.4,0,#E6E6F7,E6E6F7,0101000020110F00003D0AD78B20F86941AE47E12294036741
272,0.5,1.09,7.5,0.5,0,#FEAA52,FEAA52,0101000020110F00000AD7A338C30C6CC17B14AE07E85F38C1
273,0.8,1.17,4.3,0.6,0,#CBCDFE,CBCDFE,0101000020110F000085EB5178C24864417B14AE07BE1070C1
274,0.1,1.04,11.5,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000CDCCCCDC4F6459C17B14AE7750B554C1
275,0.7,1.03,6.9,0.4,0,#FFF464,FFF464,0101000020110F0000AE47E1EAE60C66C114AE47E1601156C1
276,0.4,1.07,5.3,0.7,0,#F9F6CF,F9F6CF,0101000020110F00003D0AD7330F4C6241295C8F221F656F41
277,0.1,1.17,11.3,0.4,0,#FFF464,FFF464,0101000020110F000066666626FA9232C1AE47E18A2E6E5F41
278,0.9,1.12,6.3,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000AE47E17A1ACF60C133333333FCBA2BC1
279,0.4,1.12,5.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3703DF64002C1333333A382456341
280,1.1,1.11,7.7,0.5,0,#8B96FF,8B96FF,0101000020110F000014AE47E9B8DE714148E17A541DE84FC1
281,0.9,1.07,8.2,0.6,0,#8B96FF,8B96FF,0101000020110F000052B81E45E32C61411F85EB119A196DC1
282,0.7,1.14,9.7,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000E17A14BE112168410000007075637241
283,0.5,1.16,8.1,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000EC51B8B6ED5A61C185EB5118957E5CC1
284,0.1,1.06,3.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3E0A4F767C13D0AD7539B425241
285,0.2,1.18,9.4,0.4,0,#CBCDFE,CBCDFE,0101000020110F00009A9999B965BA69417B14AEE79C376341
286,1,1.2,6,0.6,0,#FEAA52,FEAA52,0101000020110F0000EC51B84675C96F41C3F52804BB086041
287,1.1,1.13,5.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F000048E17A0C70696AC10AD7A3287F9A6841
288,0.5,1.01,10.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000C3F52854103F64C19A999909FEEB62C1
289,1,1.01,4.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A3340E072C1333333576F0D7241
290,0.7,1.09,6.7,0.7,0,#FFF464,FFF464,0101000020110F000085EB51B85F2C5CC1A4703D6A0E884FC1
291,1.1,1.09,8.3,0.7,0,#666EFF,666EFF,0101000020110F0000EC51B89E533A524114AE470196314A41
292,1.1,1.19,3,0.5,0,#CBCDFE,CBCDFE,0101000020110F00007B14AEC7C3104FC10AD7A3080AEE6C41
293,1.1,1.1,8.2,0.6,0,#8B96FF,8B96FF,0101000020110F00006666660614405BC1A4703D6A5C7F7041
294,0.3,1.08,5.7,0.7,0,#FFF464,FFF464,0101000020110F0000CDCCCCF4DC4170C114AE47813CD965C1
295,0.9,1.17,5.6,0.4,0,#E6E6F7,E6E6F7,0101000020110F000048E17A148EFCC7C0666666668C7757C1
296,0.4,1.04,3,0.5,0,#E6E6F7,E6E6F7,0101000020110F000048E17A3C556668C17B14AE478F8108C1
297,0.4,1.13,9.3,0.4,0,#F9F3A4,F9F3A4,0101000020110F000066666666B68C0941295C8F023B505AC1
298,0.7,1.02,6.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000D7A3708D260671C1C3F5286CCE196A41
299,0.6,1.15,2.6,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000333333538A0550C1295C8F6299AE6EC1
300,1,1.02,8.8,0.6,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A37077184841EC51B85E87CC6441
301,0.5,1.02,2.6,0.5,0,#FFFFFF,FFFFFF,0101000020110F00009A9999D9C6C152C185EB51A061FD65C1
302,0.1,1,5.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F000052B81EEDBF216BC152B81E454A6C46C1
303,0.5,1.11,7.1,0.6,0,#8B96FF,8B96FF,0101000020110F0000C3F5285CEEC350419A999909791C6041
304,0.1,1,2.1,0.5,0,#666EFF,666EFF,0101000020110F00008FC2F530307872C114AE47A9395D6941
305,0.1,1.06,7.9,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000F6285CEF565150C1F6285C8F7D683141
306,0.3,1.07,2.9,0.7,0,#666EFF,666EFF,0101000020110F00003333335308255D41B81E85ABD3B43EC1
307,0.3,1.13,10.5,0.6,0,#F9F6CF,F9F6CF,0101000020110F000048E17A94CD3264C17B14AE8702206641
308,0.4,1.16,2.4,0.7,0,#FA6642,FA6642,0101000020110F00003D0AD7E3BBB5484148E17A94136F4241
309,0.3,1.13,9.8,0.4,0,#F9F6CF,F9F6CF,0101000020110F00008FC2F578DA5A64C1D7A3709DC4CA53C1
310,0.5,1.19,9.6,0.5,0,#FFF464,FFF464,0101000020110F0000A4703D0A30FA664152B81E45A7934341
311,0.2,1.08,3.6,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000295C8F8A3A4472C1F6285C9FDCAB6BC1
312,0.1,1.03,8.5,0.5,0,#FFF464,FFF464,0101000020110F0000B81E852B59DF4C4114AE47E19E380141
313,0.4,1.11,6.7,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000C3F5284C5222544152B81EEDAA5561C1
314,0.1,1.05,4.7,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000CDCCCCDCD7206CC11F85EB99B8B366C1
315,0.3,1.2,5.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85EBCF8A5241E17A1456C54369C1
316,0.5,1.2,7.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A330091C3AC100000000B98728C1
317,0.3,1.03,8.4,0.4,0,#CBCDFE,CBCDFE,0101000020110F000014AE47C105604A41295C8F7A39046BC1
318,0.4,1.06,9.2,0.4,0,#FA6642,FA6642,0101000020110F00009A9999993110FCC08FC2F58017EB61C1
319,0.4,1.12,10.8,0.6,0,#FFF464,FFF464,0101000020110F00003D0AD7737DC76B415C8FC209DFCF72C1
320,0.3,1.06,7.5,0.5,0,#CBCDFE,CBCDFE,0101000020110F000048E17A54B0E63DC1B81E8573F83966C1
321,0.3,1,11.1,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000D7A370A5EFF36BC11F85EB79919C6641
322,0.5,1.03,5.3,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A3707FE7024114AE4761064623C1
323,0.4,1.16,6.8,0.4,0,#F9F3A4,F9F3A4,0101000020110F00000000000018BA65413D0AD723D45F28C1
324,0.5,1.03,11.2,0.5,0,#F9F3A4,F9F3A4,0101000020110F000085EB5148F0506141F6285CEFF5826EC1
325,0.5,1.19,5.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B87E4D2342C148E17AACE3E16E41
326,0.4,1.03,6,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000D7A370ADA84671C152B81EDD36D57141
327,0.1,1.12,6.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F00003333331B66F265C1295C8F2214226CC1
328,0.2,1.1,11.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000B81E851B0D3A574100000040201A30C1
329,0.5,1.11,5.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000E17A149647E467C1A4703D82F94962C1
330,0.4,1.02,10.9,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000A4703D0A26174AC19A999999B94C1841
331,0.5,1.15,8.9,0.5,0,#FFF464,FFF464,0101000020110F0000000000907C3853C1AE47E1B224A866C1
332,0.5,1.01,3.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2B5A84C4241C3F528D432697241
333,0.4,1,2.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F000014AE4789FC0861C1713D0A5F4FDC6141
334,0.3,1.1,2.5,0.5,0,#666EFF,666EFF,0101000020110F000085EB51B8770E40C17B14AE47BA2352C1
335,0.2,1.06,2.7,0.4,0,#F9F6CF,F9F6CF,0101000020110F00003D0AD7B34C5E53C1AE47E16ED86D7141
336,0.5,1.17,7,0.6,0,#8B96FF,8B96FF,0101000020110F0000A4703DF2DFC26241713D0A6BEB6772C1
337,0.2,1.09,8,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000713D0AAF20FD6F41713D0A1F718B6DC1
338,0.4,1.15,7.3,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000295C8FDAAAB26F41B81E856B8FC86CC1
339,0.2,1.11,5.6,0.4,0,#CBCDFE,CBCDFE,0101000020110F00005C8FC2454C9166C1AE47E1FAD8734741
340,0.1,1.13,8.9,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000C3F528483A3871411F85EB215EAC64C1
341,0.2,1.06,11.1,0.7,0,#666EFF,666EFF,0101000020110F0000EC51B87EE76A41C1E17A142EAFD42941
342,0.5,1,5.1,0.4,0,#FEAA52,FEAA52,0101000020110F0000666666D6CA0061C1AE47E192FF106541
343,0.1,1.1,9.3,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000D7A37009B6CE704152B81E7DE35E6C41
344,0.5,1.2,6.6,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000E17A149E83B16FC1D7A370F54E1A6C41
345,0.5,1.1,3.9,0.4,0,#FEAA52,FEAA52,0101000020110F0000C3F5282CB0CA65C1713D0A871F7062C1
346,0.4,1.13,10.2,0.7,0,#FEAA52,FEAA52,0101000020110F000085EB5128B58F59411F85EB99A0A860C1
347,0.5,1.13,8.8,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000F6285CAFE55B5A41713D0A53115272C1
348,0.2,1.08,9.6,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000B81E85CB2EE843C1A4703D2ABEE04F41
349,0.3,1.12,11.9,0.7,0,#FA6642,FA6642,0101000020110F0000CDCCCC5C122D69413D0AD733B9E05EC1
350,0.3,1.12,11.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528E4CB4E614185EB51E0995862C1
351,0.3,1.17,8.1,0.5,0,#666EFF,666EFF,0101000020110F000052B81E85C66D6B413D0AD7E3E0416F41
352,0.2,1.2,3,0.4,0,#FA6642,FA6642,0101000020110F00003D0AD753134D67C152B81E8563AE66C1
353,0.2,1.16,6.1,0.7,0,#FEAA52,FEAA52,0101000020110F000085EB5170D40367C1D7A3707559CB6AC1
354,0.1,1.11,8.9,0.5,0,#8B96FF,8B96FF,0101000020110F0000CDCCCC2C3C8E5BC13D0AD713963F57C1
355,0.4,1.2,4.9,0.5,0,#8B96FF,8B96FF,0101000020110F00000AD7A3B8E0F971C1CDCCCC1CB4737041
356,0.3,1.13,11.2,0.6,0,#666EFF,666EFF,0101000020110F0000713D0A77AF875FC1295C8F3A80376AC1
357,0.4,1.08,4.5,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000F6285C77413864C10AD7A3184D566EC1
358,0.3,1.01,8.5,0.7,0,#FEAA52,FEAA52,0101000020110F0000000000E8C92B654185EB51687E1268C1
359,0.5,1.08,9.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F00009A9999B9F09F4FC1295C8FDA81406DC1
360,0.2,1.06,3.4,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000F6285CC76ADB63C1F6285C7F10A26D41
361,0.3,1.06,4.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F000085EB51B81ACB06416666666E3B026B41
362,0.2,1.19,8.3,0.5,0,#8B96FF,8B96FF,0101000020110F00000AD7A388035A664100000050C5956F41
363,0.2,1.11,9.7,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000D7A3703DB9E237C17B14AE87E9FE5441
364,0.5,1.03,10.2,0.7,0,#FA6642,FA6642,0101000020110F0000EC51B8DE82183AC100000010C76C6B41
365,0.3,1.08,6.8,0.6,0,#FFF464,FFF464,0101000020110F00003D0AD7CB45DF62C19A999939E5714741
366,0.5,1.01,10.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000C3F5281C1279334185EB516C56AA72C1
367,0.4,1.01,9.5,0.5,0,#FEAA52,FEAA52,0101000020110F00005C8FC2DD44CD6D41B81E85CF8A567241
368,0.4,1.18,9,0.5,0,#666EFF,666EFF,0101000020110F000000000078C74F63C15C8FC2A5CFD76D41
369,0.5,1.19,10.4,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D6AE6A655410000009885AE63C1
370,0.3,1.14,3.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528DC912457C1CDCCCC0485A26341
371,0.2,1.16,9.5,0.7,0,#FEAA52,FEAA52,0101000020110F00000AD7A3303C2457C17B14AEAFDEA16E41
372,0.3,1.19,9.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000295C8FDAFB246FC1E17A140EE3F85441
373,0.4,1.1,5.7,0.6,0,#FFF464,FFF464,0101000020110F00003D0AD743755B6C417B14AE17B14569C1
374,0.4,1.19,7.7,0.5,0,#666EFF,666EFF,0101000020110F0000A4703DBAEA8D6741AE47E17A8FD52841
375,0.1,1.16,9.8,0.4,0,#F9F3A4,F9F3A4,0101000020110F000085EB5198626E4B4148E17AD47F6864C1
376,0.3,1.02,9.4,0.7,0,#FFF464,FFF464,0101000020110F00001F85EB3189EA5E4152B81EF5A5045CC1
377,0.1,1.09,6.9,0.4,0,#666EFF,666EFF,0101000020110F0000D7A370D5950E6CC185EB5170531D6E41
378,0.3,1.09,6.2,0.6,0,#CBCDFE,CBCDFE,0101000020110F00008FC2F588065C5CC148E17AFC2E1D7041
379,0.3,1.11,11.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5581E576341F6285CCF685949C1
380,0.1,1.06,5.9,0.7,0,#F9F3A4,F9F3A4,0101000020110F00003333337BC5666A41A4703D8A10986D41
381,0.1,1.1,10.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD77BE41B6FC1EC51B81EF0933EC1
382,0.5,1.07,3.1,0.6,0,#FEAA52,FEAA52,0101000020110F0000A4703DCA360A3C41C3F5280CDE3E5041
383,0.1,1.03,5.1,0.6,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A37074442941C3F528E494797041
384,0.1,1.03,9,0.6,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3F0238851C1AE47E162D3577241
385,0.1,1.15,6.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B8DE11173EC1666666F2E2A772C1
386,0.1,1.07,8.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000A4703DA2F7B16EC1A4703D0A8ECC27C1
387,0.1,1,7,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000713D0A77F4905341713D0A7F0BBE6741
388,0.2,1.17,8.7,0.6,0,#FFF464,FFF464,0101000020110F000085EB518CD5EC72411F85EB6102D85741
389,0.5,1.17,2,0.7,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A30029D0664152B81EA58A7540C1
390,0.5,1.07,11.5,0.7,0,#FA6642,FA6642,0101000020110F00007B14AEB7119D62C1D7A370BD11D231C1
391,0.1,1.03,3.9,0.6,0,#F9F6CF,F9F6CF,0101000020110F000048E17ABCD1597241AE47E102C9037241
392,0.2,1.17,10.9,0.6,0,#FFF464,FFF464,0101000020110F000085EB5100FB6C69C1EC51B8063C636541
393,0.3,1.08,3,0.6,0,#8B96FF,8B96FF,0101000020110F0000666666E6051B3441295C8FE2EDBD4BC1
394,0.5,1.07,3,0.7,0,#F9F6CF,F9F6CF,0101000020110F00008FC2F5C83EB24FC17B14AE27AC1B68C1
395,0.1,1.02,5.9,0.4,0,#F9F6CF,F9F6CF,0101000020110F00001F85EBD1CF54544185EB5110F7EB7141
396,0.5,1,4.4,0.6,0,#FEAA52,FEAA52,0101000020110F0000666666A6986A61C1E17A142E48B36A41
397,0.5,1.19,4.8,0.6,0,#FFF464,FFF464,0101000020110F0000CDCCCCD0AA5172C17B14AE3F7E9371C1
398,0.3,1.1,10.7,0.5,0,#F9F3A4,F9F3A4,0101000020110F00005C8FC2B54D4452413D0AD783A77F6C41
399,0.1,1.19,9.2,0.7,0,#FA6642,FA6642,0101000020110F0000CDCCCC2CA60466C1A4703D8A81B93FC1
400,0.3,1.14,10.1,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000D7A370A1245D71C18FC2F5E83C5A5BC1
401,0.2,1.17,11.1,0.5,0,#666EFF,666EFF,0101000020110F0000C3F52894390270C19A9999D9C2AD4C41
402,0.2,1.2,6,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F8ECF5270C1B81E85BB71B96FC1
403,0.3,1.19,5.6,0.4,0,#CBCDFE,CBCDFE,0101000020110F00006666663E58CE6F41333333BB134A6F41
404,0.2,1.11,4.1,0.4,0,#F9F6CF,F9F6CF,0101000020110F00009A999919DA4F23C185EB51D465837141
405,0.2,1.1,6.8,0.4,0,#FA6642,FA6642,0101000020110F000085EB51B046E56241F6285CCF6E4A4941
406,0.2,1.12,4.4,0.4,0,#E6E6F7,E6E6F7,0101000020110F00000AD7A3AC35D2704152B81EA576626D41
407,0.5,1.02,7.6,0.5,0,#FFF464,FFF464,0101000020110F0000CDCCCCD448356F4185EB51781CA953C1
408,0.3,1.07,8.2,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000D7A370B58E5C63C185EB5150CC426F41
409,0.4,1.12,2,0.4,0,#FFF464,FFF464,0101000020110F000048E17A9CD12E64C1C3F5284C6EED65C1
410,0.4,1.17,8.3,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D8A2FBF69410AD7A378BA036C41
411,0.1,1.19,9.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F000085EB5178815669410AD7A3F0440B6F41
412,0.2,1.16,10.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD7831112454148E17A3444FF4FC1
413,0.1,1.19,11.6,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000A4703DDAF45352411F85EBD1D9264E41
414,0.4,1.06,5.8,0.6,0,#CBCDFE,CBCDFE,0101000020110F000048E17AD8A202734185EB51E0596B6CC1
415,0.5,1.03,4.4,0.4,0,#E6E6F7,E6E6F7,0101000020110F00000AD7A370C3A065C185EB51A8C02E60C1
416,0.3,1.1,2.5,0.7,0,#F9F3A4,F9F3A4,0101000020110F00000AD7A380CFCC5FC1333333B3F6BE3BC1
417,0.5,1.14,8.1,0.7,0,#666EFF,666EFF,0101000020110F000085EB51C80AE258C1EC51B80EFF6158C1
418,0.4,1.13,2.4,0.5,0,#FFF464,FFF464,0101000020110F00001F85EB312CE251C18FC2F58849965FC1
419,0.1,1.12,6.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000E17A147E33C1664148E17A143DBA4B41
420,0.5,1.01,4,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000C3F5283CDCCF6741D7A370F5CCA067C1
421,0.2,1.01,6.8,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000713D0ADFF7EB6DC17B14AED7651B5541
422,0.1,1.17,4.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F548820B5C41F6285C8F64F726C1
423,0.5,1.05,3,0.7,0,#FEAA52,FEAA52,0101000020110F00007B14AEC73CA370C15C8FC28D12CA6A41
424,0.5,1.08,10.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000CDCCCCECBCB84941F6285C57437666C1
425,0.2,1.15,5.2,0.4,0,#FA6642,FA6642,0101000020110F0000D7A370BDE9A452C13D0AD7A315975141
426,0.1,1.04,9.6,0.6,0,#FA6642,FA6642,0101000020110F00003D0AD7E3040F4F411F85EB21F3DD6241
427,0.1,1.07,9.5,0.7,0,#FFF464,FFF464,0101000020110F000052B81E95F2C1504148E17AEC4F686B41
428,0.1,1.05,6.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000000000A0868148C1713D0A773EEE5741
429,0.2,1.12,10.9,0.5,0,#666EFF,666EFF,0101000020110F000052B81EB9739F70413D0AD7A362F45541
430,0.1,1.06,8.7,0.5,0,#FA6642,FA6642,0101000020110F00001F85EB21D92B6841EC51B806019363C1
431,0.4,1.18,6.4,0.5,0,#666EFF,666EFF,0101000020110F000033333337E2F67141AE47E12ADB317041
432,0.4,1.2,10.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F000052B81EE5FA8363C148E17ABC80FD71C1
433,0.4,1.12,3.8,0.6,0,#F9F3A4,F9F3A4,0101000020110F00005C8FC2F51C1C52417B14AEC7618A4F41
434,0.4,1.04,3.5,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000CDCCCCFC80255FC15C8FC23501B257C1
435,0.1,1.12,6.3,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000295C8F32230B704152B81ECDAA336141
436,0.3,1.02,9.5,0.5,0,#FEAA52,FEAA52,0101000020110F0000A4703DEA6DBF5B41F6285C37F1356641
437,0.1,1.05,11.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D6ACE1E4CC114AE47014ECB6B41
438,0.1,1.14,11.3,0.5,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A33095964FC1F6285C6725746CC1
439,0.2,1.1,7.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F000052B81E3590875941EC51B876809D6541
440,0.1,1.01,7.4,0.4,0,#F9F6CF,F9F6CF,0101000020110F00008FC2F5E8EBE43E419A9999A946826EC1
